,token_id,rule_name,rule_description,posterior,prior_accuracy,posterior_accuracy,prior_feedback,posterior_feedback,prior_fit,post_fit,correct_init,correct_revised,,u_init,u_rev,,o_init,o_rev,,d_init,d_rev,,n_init,n_rev
376,bFpkt,Zeta,there is a red,"[True, True, True, True, False, False, True, True]",0.75,0.75,i can't understand how to make a zeta waves.,i am confused to make a zeta waves.,n,n,0,0,,0,0,,0,0,,0,0,,1,1
377,bFpkt,Omega,all are blue OR small,"[True, True, False, True, True, True, True, False]",0.5,0.5,i can't understand the new rule.,i can't understand the new rule,n,n,0,0,,0,0,,0,0,,0,0,,1,1
378,bFpkt,Kappa,at least one is blue AND small,"[True, False, True, True, True, False, True, True]",0.625,0.5,Kappa waves is easy to make and know the rule.,Select 5 triangle to make kappa waves,n,n,0,0,,0,0,,0,0,,0,0,,1,1
379,bFpkt,Upsilon,none are upright,"[True, True, True, True, True, False, True, True]",0.625,0.625,To select 3 traingle and to rotate to put down to make Upsilon waves,it is easy to make upsilon waves easily,n,n,0,0,,0,0,,0,0,,0,0,,1,1
380,F7u60,Iota,one is blue,"[False, False, False, True, False, False, False, False]",0.625,0.625,Perfectly matched,Perfectly matched,n,n,0,0,,0,0,,0,0,,0,0,,1,1
381,F7u60,Omega,all are blue OR small,"[False, True, False, False, False, False, False, False]",0.625,0.625,Not at all Perfectly matched,some matched to emit radiation,n,n,0,0,,0,0,,0,0,,0,0,,1,1
382,F7u60,Upsilon,none are upright,"[False, False, False, False, False, False, False, True]",0.625,0.375,not all matched,some arrangements matched,n,n,0,0,,0,0,,0,0,,0,0,,1,1
383,F7u60,Kappa,at least one is blue AND small,"[False, False, False, True, False, False, False, False]",0.625,0.625,some arrangements matched,some arrangements matched,n,n,0,0,,0,0,,0,0,,0,0,,1,1
384,F7u60,Zeta,there is a red,"[False, False, False, False, False, False, True, False]",0.375,0.375,some arrangements matched,some arrangements matched,n,n,0,0,,0,0,,0,0,,0,0,,1,1
385,GFtqh,Omega,all are blue OR small,"[False, True, True, True, False, False, True, False]",0.625,0.75,"As long as there is a blue triangle in there, it will emit radiation.","It will emit so long as there is a blue triangle, but not a green triangle that is larger than it.",u,u,0,0,,1,1,,0,0,,0,0,,0,0
386,GFtqh,Zeta,there is a red,"[True, True, True, True, False, False, False, False]",1,1,Anything with a red triangle in it will emit radiation.,Anything with a red triangle will emit radiation.,c,c,1,1,,0,0,,0,0,,0,0,,0,0
387,GFtqh,Upsilon,none are upright,"[True, False, True, False, False, False, False, False]",0.5,0.75,Two red triangles of any size must be next to each other.,Two red triangles have to be touching with the majority of one side of each triangle touching.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
388,GFtqh,Iota,one is blue,"[True, True, True, True, True, True, True, False]",0.25,0.625,"There must be a blue triangle present, and no green triangle present.",There must be a blue triangle present.,d,u,0,0,,0,1,,0,0,,1,0,,0,0
389,GFtqh,Kappa,at least one is blue AND small,"[True, True, True, True, False, False, False, False]",1,1,There must be a small blue triangle present at all times. ,There must be a small blue triangle present at all times.,c,c,1,1,,0,0,,0,0,,0,0,,0,0
390,TSQ2l,Zeta,there is a red,"[True, True, True, True, False, False, False, False]",1,1,There must be at least one red cone of any size in any position or orientation,There must be at least one red cone of any size in any orientation or position.,c,c,1,1,,0,0,,0,0,,0,0,,0,0
391,TSQ2l,Upsilon,none are upright,"[True, True, True, True, False, False, False, False]",1,1,There must be at least one cone of any color and size on its side in any location. There must not be any upright cones of any size or color in any position.,There may be no upright cones of any color or size at any position.  Everything else if fine.,o,c,0,1,,0,0,,1,0,,0,0,,0,0
392,TSQ2l,Omega,all are blue OR small,"[True, True, True, True, False, True, True, True]",0.625,0.625,There must be an upright medium blue cone or a small cone of any color. These can occur at any position.,"There must either be a medium blue cone or a small cone of any color. These can be in any orientation and in any position. There must also be no large red or green cones, but blue are permissible.",d,d,0,0,,0,0,,0,0,,1,1,,0,0
393,TSQ2l,Iota,one is blue,"[True, True, True, True, False, False, False, False]",0.625,1,There must be a blue cone of any size or color in any orientation or position.,There must be one and only one blue cone of any size and in any orientation and at any position. There may be as many or as few of any other types of cones as desired.,u,c,0,1,,1,0,,0,0,,0,0,,0,0
394,TSQ2l,Kappa,at least one is blue AND small,"[True, True, True, True, False, False, False, False]",1,1,There must be a small blue cone in any orientation at any position.,"There must be at least one small blue cone in any orientation at any position, and it is allowed to overlap other cones.  Any other cones may be present in any orientation and at any position.",c,c,1,1,,0,0,,0,0,,0,0,,0,0
395,DjKj7,Zeta,there is a red,"[True, False, False, False, False, True, True, False]",0.625,0.375,very nice this test,ther are most exactly test,n,n,0,0,,0,0,,0,0,,0,0,,1,1
396,DjKj7,Upsilon,none are upright,"[True, True, True, False, False, False, True, False]",0.25,0.75,"very interesting
",very interesting,n,n,0,0,,0,0,,0,0,,0,0,,1,1
397,DjKj7,Iota,one is blue,"[True, False, True, False, False, True, False, False]",0.5,0.625,very nice task ,very nice task this survey,n,n,0,0,,0,0,,0,0,,0,0,,1,1
398,DjKj7,Kappa,at least one is blue AND small,"[False, True, True, True, True, True, True, True]",0.625,0.375,good work  i very happy in the survey very good specific as possible,very nice task this study,n,n,0,0,,0,0,,0,0,,0,0,,1,1
399,DjKj7,Omega,all are blue OR small,"[False, True, True, False, True, False, True, False]",0.5,0.5,very goodd task,very interesting study,n,n,0,0,,0,0,,0,0,,0,0,,1,1
400,cfiJ2,Iota,one is blue,"[False, False, False, True, False, False, False, False]",0.5,0.625,it cond was stiht and oe in slide fo ,it was easy to understanding for he emit waves ,n,n,0,0,,0,0,,0,0,,0,0,,1,1
401,cfiJ2,Kappa,at least one is blue AND small,"[False, False, False, False, False, False, True, False]",0.625,0.375,it is down the blue cons and red cons is down to eahht,it blue is using different arrangments it is goofd,n,n,0,0,,0,0,,0,0,,0,0,,1,1
402,cfiJ2,Upsilon,none are upright,"[False, False, False, False, False, False, True, False]",0.625,0.375,this aangemtn is all cons slip in down,red cones are down in his ,n,n,0,0,,0,0,,0,0,,0,0,,1,1
403,cfiJ2,Omega,all are blue OR small,"[True, False, False, False, False, False, False, False]",0.625,0.625,it is easy and blue two cones are down the pa,red colo zze numbe in the cones very easy,n,n,0,0,,0,0,,0,0,,0,0,,1,1
404,cfiJ2,Zeta,there is a red,"[False, False, False, True, False, False, False, False]",0.375,0.625,greens cones is very good waves are they are v,choose blue then click red each off one connes is comeup,n,n,0,0,,0,0,,0,0,,0,0,,1,1
405,c8KKW,Upsilon,none are upright,"[True, True, True, True, False, False, False, False]",1,1,There must be at least one small triangle on its side,no triangle can be upright,d,c,0,1,,0,0,,0,0,,1,0,,0,0
406,c8KKW,Omega,all are blue OR small,"[False, True, False, True, False, False, False, False]",0.625,0.75,there must be one blue triangle,The largest triangle must be blue,d,d,0,0,,0,0,,0,0,,1,1,,0,0
407,c8KKW,Zeta,there is a red,"[True, True, True, True, False, False, False, False]",1,1,there must be at least one red triangle,There must be at least one red triangle,c,c,1,1,,0,0,,0,0,,0,0,,0,0
408,c8KKW,Iota,one is blue,"[True, True, True, True, False, False, False, False]",1,1,there must be one blue triangle but no more than one,There must be a single blue triangle,c,c,1,1,,0,0,,0,0,,0,0,,0,0
409,c8KKW,Kappa,at least one is blue AND small,"[True, True, True, True, False, False, False, False]",1,1,there must be at least one small blue triangle,There must be at least one small blue triangle,c,c,1,1,,0,0,,0,0,,0,0,,0,0
410,8QtIO,Zeta,there is a red,"[True, True, True, True, False, False, False, False]",1,1,There must be at least one red cone.,There must be at least one red cone.,c,c,1,1,,0,0,,0,0,,0,0,,0,0
411,8QtIO,Omega,all are blue OR small,"[False, False, False, False, True, False, False, False]",0.625,0.375,There must be one small green cone and one medium blue.,There must be at least one small green cone and no more than one bigger cone.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
412,8QtIO,Iota,one is blue,"[False, False, False, True, False, False, False, False]",0.625,0.625,There must be an equal number of each color.,There must be an equal number of each color and no duplicate shapes.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
413,8QtIO,Kappa,at least one is blue AND small,"[True, True, True, True, False, False, False, False]",1,1,There must be at least one small blue cone.,There must be at least one small blue cone.,c,c,1,1,,0,0,,0,0,,0,0,,0,0
414,8QtIO,Upsilon,none are upright,"[True, True, True, True, True, True, False, False]",0.375,0.75,There are exacly three cones with two touching.,There must be at least one cone laying on its side.,d,u,0,0,,0,1,,0,0,,1,0,,0,0
415,0A5AL,Upsilon,none are upright,"[False, False, False, True, False, False, False, False]",0.625,0.625,The small blue cone must be laying on its side and any other cones have to be touching each other.,The small blue cone must be on its side and other cones must be on the sides and touching each other.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
416,0A5AL,Iota,one is blue,"[True, True, True, True, True, True, True, False]",0.625,0.625,A large blue cone must be there.,A blue cone must be present.,u,u,0,0,,1,1,,0,0,,0,0,,0,0
417,0A5AL,Omega,all are blue OR small,"[False, True, True, True, False, True, True, True]",0.5,0.5,A blue or green cone must be present,A small or medium green or blue cone must be present.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
418,0A5AL,Zeta,there is a red,"[True, True, True, True, True, True, False, True]",0.625,0.625,A red or green cone must be present.,A red or a green cone must be present.,c,d,1,0,,0,0,,0,0,,0,1,,0,0
419,0A5AL,Kappa,at least one is blue AND small,"[True, True, True, True, False, False, False, False]",1,1,A small blue cone must be present.,"A small blue cone must be present.
",c,c,1,1,,0,0,,0,0,,0,0,,0,0
420,NKgB0,Kappa,at least one is blue AND small,"[True, True, True, True, False, False, False, False]",1,1,There must be at least one small blue cone. ,There must be at least one small blue cone. ,c,c,1,1,,0,0,,0,0,,0,0,,0,0
421,NKgB0,Iota,one is blue,"[False, True, False, False, False, False, False, False]",0.5,0.625,There must be at least one red and one blue cone. ,There must be one blue and one red cone and no more of those colors. ,d,d,0,0,,0,0,,0,0,,1,1,,0,0
422,NKgB0,Omega,all are blue OR small,"[False, True, True, True, False, False, True, False]",0.75,0.75,A small red cone cannot be placed with any other red sized cone. ,"I'm not sure now, I can't think of a rule. ",n,n,0,0,,0,0,,0,0,,0,0,,1,1
423,NKgB0,Zeta,there is a red,"[True, True, True, True, False, False, False, False]",1,1,There must be at least one red cone. ,There must be at least one red cone. ,c,c,1,1,,0,0,,0,0,,0,0,,0,0
424,NKgB0,Upsilon,none are upright,"[True, True, False, True, True, False, True, False]",0.375,0.625,I'm not sure what a rule is for this set. ,There must be at least one cone leaning on another one. ,n,u,0,0,,0,1,,0,0,,0,0,,1,0
425,oEa5W,Omega,all are blue OR small,"[False, False, True, True, True, False, False, False]",0.625,0.625,There must be at least two small triangles.,There must be at least two small triangles or one large and one small triangle.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
426,oEa5W,Zeta,there is a red,"[True, True, True, True, False, False, False, False]",1,1,There must be at least one red triangle of any size.,There must be at least one red triangle of any size.,c,c,1,1,,0,0,,0,0,,0,0,,0,0
427,oEa5W,Kappa,at least one is blue AND small,"[True, True, True, True, False, True, False, False]",0.625,0.875,There must be at least one blue triangle.,There must be at least one small blue triangle.,u,c,0,1,,1,0,,0,0,,0,0,,0,0
428,oEa5W,Upsilon,none are upright,"[True, True, True, True, True, True, False, True]",0.25,0.625,I haven't found a rule that could be true yet.,At least one triangle has to be laying on its side.,n,u,0,0,,0,1,,0,0,,0,0,,1,0
429,oEa5W,Iota,one is blue,"[True, True, True, True, True, True, True, False]",0.625,0.625,"There must be at least one blue triangle, plus a triangle of another color.","There must be at least one blue triangle of any size, plus either a red or green triangle of any size.",o,o,0,0,,0,0,,1,1,,0,0,,0,0
430,143NC,Omega,all are blue OR small,"[False, True, True, True, False, True, False, False]",0.625,0.75,There must be at least one small green or blue cone,There must be at least one small or large green or blue cone and no large red cone,d,d,0,0,,0,0,,0,0,,1,1,,0,0
431,143NC,Kappa,at least one is blue AND small,"[True, True, True, True, False, False, False, False]",1,1,There must be at least one small blue cone,There must be at least one small blue cone,c,c,1,1,,0,0,,0,0,,0,0,,0,0
432,143NC,Iota,one is blue,"[True, True, True, True, False, False, False, False]",1,1,There is exactly one blue cone,There is exactly one blue cone,c,c,1,1,,0,0,,0,0,,0,0,,0,0
433,143NC,Upsilon,none are upright,"[True, True, True, True, False, False, False, False]",0.75,1,There must be at least one blue cone not facing up,There are no cones facing up,u,c,0,1,,1,0,,0,0,,0,0,,0,0
434,143NC,Zeta,there is a red,"[True, True, True, True, False, False, False, False]",1,1,There must be at least one red cone,There must be at least one red cone,c,c,1,1,,0,0,,0,0,,0,0,,0,0
435,ITONF,Iota,one is blue,"[True, True, True, True, True, True, True, False]",0.75,0.625,No cones of any size or shape can be touching the side of the layout. All shapes and colors must be away from the edge. ,There must be at least one blue triangle in order to emit radiation. ,d,u,0,0,,0,1,,0,0,,1,0,,0,0
436,ITONF,Kappa,at least one is blue AND small,"[False, False, True, True, False, True, False, True]",0.625,0.5,I can not think of any rule that could be true. ,I can not think of one rule that must be true.,n,n,0,0,,0,0,,0,0,,0,0,,1,1
437,ITONF,Zeta,there is a red,"[True, True, True, True, True, True, False, True]",0.75,0.625,There cannot be any small blue triangles ,There must be at least one triangle on its side,d,d,0,0,,0,0,,0,0,,1,1,,0,0
438,ITONF,Upsilon,none are upright,"[False, True, False, True, False, False, True, False]",0.625,0.625,There must be at least one triangle off the ground,I can not think of a rule that must be true,d,n,0,0,,0,0,,0,0,,1,0,,0,1
439,ITONF,Omega,all are blue OR small,"[False, False, True, True, True, False, False, False]",0.625,0.625,There cannot be any red triangles,There must be at least two small triangles,d,d,0,0,,0,0,,0,0,,1,1,,0,0
440,ynjTM,Iota,one is blue,"[False, True, True, False, False, False, False, False]",0.625,0.75,There must be at least one cone in every color and there can be a maximum of one color that has more than one cone.,There must be exactly one blue cone and at least one red cone and at least one green cone.,d,o,0,0,,0,0,,0,1,,1,0,,0,0
441,ynjTM,Omega,all are blue OR small,"[False, True, False, False, False, False, False, False]",0.625,0.625,"There must be at least one blue cone and the blue cone must be larger than any green cones, but there can be no red cones.","There must be at least one blue cone. There can be no red cones. If there are any green cones, at least one of the green cones must be touching the blue cone on the left side of the blue cone.",d,d,0,0,,0,0,,0,0,,1,1,,0,0
442,ynjTM,Kappa,at least one is blue AND small,"[True, False, True, False, True, False, False, False]",0.625,0.625,There must be at least one more green cone than there are blue cones and all red cones must be touching another cone.,There must be both blue and green cones such that the number of green cones does equal the number of blue cones. Any red cones must be in contact with a green or blue cone.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
443,ynjTM,Upsilon,none are upright,"[True, True, True, True, False, False, False, False]",1,1,Any and all cones must not be standing such that the vertex points straight upward.,No cone must be standing such that the vertex points straight upward.,c,c,1,1,,0,0,,0,0,,0,0,,0,0
444,ynjTM,Zeta,there is a red,"[True, True, True, True, False, False, False, False]",0.875,1,There must be at least one red and one green cone.,There must be at least one red cone and at least one other cone.,o,o,0,0,,0,0,,1,1,,0,0,,0,0
445,NUeKa,Omega,all are blue OR small,"[False, False, True, False, False, False, True, False]",0.625,0.5,there must be some with the same color.  There must be a little cone and a big cone. ,there must be 2 of one color. ,d,d,0,0,,0,0,,0,0,,1,1,,0,0
446,NUeKa,Kappa,at least one is blue AND small,"[False, True, False, False, True, False, False, False]",0.75,0.5,there must be one cone on its side. there must be at least 2 of one color ,there has to be a cone stacked on top of another or under. ,d,d,0,0,,0,0,,0,0,,1,1,,0,0
447,NUeKa,Iota,one is blue,"[False, False, True, False, False, False, False, False]",0.125,0.625,there must be a cone stacked on top of another one. there had to be a least one cone on its side. ,"i cannot think of any rules
",d,n,0,0,,0,0,,0,0,,1,0,,0,1
448,NUeKa,Upsilon,none are upright,"[False, False, False, False, True, False, False, False]",0.75,0.375,i cannot think of any rules at this time. ,"I cannot think of any rules
",n,n,0,0,,0,0,,0,0,,0,0,,1,1
449,NUeKa,Zeta,there is a red,"[False, False, False, False, True, False, False, False]",0.25,0.375,there must be some stacked on top of each other. there must me a cone on the its side,there must be cones stacked on top of each other. ,d,d,0,0,,0,0,,0,0,,1,1,,0,0
,,,,,,,,,,,77,120,0,27,23,0,26,21,0,190,153,0,130,133
